record_type,sample_scope,spacing_days,offset,offset_origin_anchor,half_label,primary_component_index,primary_component_fingerprint,half_component_index,half_component_fingerprint,sample_count,sample_share,centroid_status,metric_name,empirical_centroid,distance,ood_numerator,ood_denominator,ood_rate,distance_source,threshold_source,maximum_drift_half_label,maximum_drift_primary_component_index,maximum_drift_primary_component_fingerprint,maximum_drift_half_component_index,maximum_drift_half_component_fingerprint,maximum_ood_primary_component_index,maximum_ood_primary_component_fingerprint,top_five_drift_features,drift_component_matches_full_sample,ood_component_matches_full_sample,ordered_top5_matches_full_sample,top5_set_matches_full_sample
centroid,offset_subsample,3,2,2021-01-01T00:00:00Z,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,45,0.16483516483516483,computed,offset_empirical_centroid_distance,-0.24538948475998387;-0.36383835492907096;-0.6605862576766971;-0.49497545439273;-0.60300984188799667;2.2386865191989762;2.5754429660178393;2.4167643481552621;0.32005182715531028;2.4318980290726504;-0.20329638211790657;0.18140024327495663;0.47772807172018594;-0.28888888888888842;-0.27632110579479019;0.30489888881308963;0.35786057690263606;-2.2921844289257223;1.6608133972980195;0.61666666666666647;0.1300450359163362;-0.187430471158406;0.078774750834829876;-0.32751069840739155;0.38162113520873697,2.0257383346098297,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,3,2,2021-01-01T00:00:00Z,B,0,39e3bacf11776871a5ff8111,2,9511ccf67a32c14786b9505f,62,0.22627737226277372,computed,offset_empirical_centroid_distance,-0.25112319549458112;-0.45505272280722725;-0.45716144340680726;-0.49702792784590977;-0.44198479473194952;0.084290334669624573;0.0071987397811648212;-0.22306346597128868;0.45212544335546229;-0.16096645991018199;-0.5430994280276471;0.21316993254268382;0.066136874977244894;-0.17710139900566493;-0.030056078612954961;0.35403294226922821;0.072738633641826395;-0.16790469343653092;-0.32206889318077697;0.31048387096774188;0.32514837407040009;-0.3457583642210369;0.023566173674898137;0.35607083779498727;0.49620358436640644,1.1080991101308075,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,3,2,2021-01-01T00:00:00Z,B,1,b03e2a19935047396af5f0d5,0,17afd0fca04b61ad4cb40d66,99,0.36131386861313869,computed,offset_empirical_centroid_distance,0.024836232968702882;0.0024738537837203848;-0.017266367909354072;-0.037502241460617855;-0.07198022222888939;-0.59038784070321648;-0.67911637674408754;-0.53246363804722485;-0.43053731008866886;-0.5528961468759177;-0.082946897270054193;-0.27922611955324811;-0.29867213979423574;0.12272554208038132;0.050285230905917792;-0.34107680441561133;-0.39399602100868436;0.34939494174312663;-0.44911314396231272;-0.43939393939393939;0.10354888873565078;-0.053672032811702956;-0.0069047564081060079;0.21811067077431948;-0.37138443956283662,0.45306851131330556,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,3,2,2021-01-01T00:00:00Z,B,2,dddf565fe433ec33a8d07106,3,bb123c373acaf6526349830a,65,0.23722627737226276,computed,offset_empirical_centroid_distance,0.29459055319914523;0.51468588176767172;0.67111642903430768;0.71398318260515969;0.70040367419809912;-0.10011642733781101;-0.20389918832726303;-0.2490606202835999;0.098592899894862987;-0.031978210663925408;0.61644079380067107;0.42205782726962054;0.59861118515327227;-0.31881720430107502;-0.11863919581724737;0.052946383049782865;0.040130904487824852;0.38571203257938319;0.37323430834029525;0.45769230769230762;0.33465593142517291;0.15766277096878722;-0.49097115241384942;0.32746124533419391;0.1636428585544053,0.99229161818637568,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,3,2,2021-01-01T00:00:00Z,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,48,0.17518248175182483,computed,offset_empirical_centroid_distance,-0.0028038494505966886;0.18551916875631452;0.24191947059828298;0.16974748015008823;0.092238066751218137;0.9299887263057518;1.1190255550211921;0.83513030089710039;0.40709271058184304;0.91683540572534561;0.030537395429801995;0.58586110508545108;0.61814125838021639;-0.44033751493428885;-0.21074419508817363;0.20661848869677729;0.22575215739963195;-0.81531425787734357;0.89034046264908884;0.66666666666666652;0.38701233917529354;-0.25968681688091932;-0.13950958206266595;0.82208874139837163;0.56730116148097298,2.2381543395551282,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,3,2,2021-01-01T00:00:00Z,,0,39e3bacf11776871a5ff8111,,,,,,,,,7,142,0.049295774647887321,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,3,2,2021-01-01T00:00:00Z,,1,b03e2a19935047396af5f0d5,,,,,,,,,6,176,0.034090909090909088,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,3,2,2021-01-01T00:00:00Z,,2,dddf565fe433ec33a8d07106,,,,,,,,,5,133,0.037593984962406013,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,3,2,2021-01-01T00:00:00Z,,3,e37692350fa4ad4230e3336e,,,,,,,,,9,96,0.09375,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
conclusion,offset_subsample,3,2,2021-01-01T00:00:00Z,,,,,,,,,,,,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,volume_cv_3d;rv_3d;rv_4h;range_ratio_3d;rv_1d,true,false,false,true
centroid,offset_subsample,7,0,2021-01-01T00:00:00Z,A,0,39e3bacf11776871a5ff8111,3,a40802651dda625eef950cfd,33,0.27966101694915252,computed,offset_empirical_centroid_distance,-0.55537790617805172;-0.92476516026744859;-0.86884950268108185;-0.90117909252333583;-0.81392891130962541;0.59767387708875663;0.60220857279756146;0.44644601418634516;0.25361529762703133;0.46672719047966305;-0.66987886933446883;0.38915681028096338;0.24690391333011899;-0.060606060606060212;-0.11822531535450227;-0.053489118792969206;0.14536805707160333;-0.8504022802053629;-0.086317589705931744;0.053030303030302983;-0.12344648551895504;-0.17591455532623873;0.35852454844473935;-0.21950331819267571;0.22157041589809076,0.97140710760539106,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,0,2021-01-01T00:00:00Z,A,1,b03e2a19935047396af5f0d5,0,15d3fc436752e80fbf377325,26,0.22033898305084745,computed,offset_empirical_centroid_distance,-0.064193842136237578;-0.17397344479943008;-0.12740541767717137;-0.049686785338017458;0.035029628284312497;-0.35088365634656199;-0.33868408236375985;-0.18448896218821587;-0.35247203535895544;-0.27854983029262115;-0.16210513810288102;-0.017426638438676763;-0.15300528516944245;0.14178384339674707;0.119883462981421;-0.20791063070460192;-0.16593411222510371;0.18774386372837065;-0.13981844402642085;-0.5;-0.29571790381244473;0.29189194505170102;0.11379477906129905;0.0036866912789235112;-0.27982354535560722,0.80671143010487512,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,0,2021-01-01T00:00:00Z,A,2,dddf565fe433ec33a8d07106,1,3de9bb954a2c15cb4492c426,39,0.33050847457627119,computed,offset_empirical_centroid_distance,0.069526482929908942;0.62033903797877399;0.57887776392747736;0.85349279639461573;0.74069125570648886;0.32230112784828557;0.57433651963876864;0.69397060934355548;-0.039436147325381643;0.5112467498571539;0.44159570320615027;0.12184731166804513;0.16543524010866034;-0.15965575642994956;-0.32994971815240326;0.29694367107030911;0.19913942463741138;-0.18655698906042822;0.93080247959792972;0.21153846153846145;-0.14081611836420457;0.24750741996944806;-0.021430888652830698;-0.38074037716930886;-0.030795864155206208,1.1316572569650427,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,0,2021-01-01T00:00:00Z,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,20,0.16949152542372881,computed,offset_empirical_centroid_distance,-0.14951628483687687;0.35300112937356898;0.22952600509693613;0.00998451782622513;-0.25287287606213643;2.6046855185190054;2.4387594071036576;2.5099977819887513;0.10280067412588917;2.2308716472963477;-0.025659923445692526;0.23364970410244557;0.17220505147686965;-0.074551971326164423;-0.28949633962838345;0.14158923446549179;0.41364847220135603;-2.1133876282080117;1.9392508941425841;1.0999999999999996;0.15734476575744624;-0.04486870925150549;-0.08631140226757919;-0.54566687946509462;0.081312750144697188,1.7969099514468714,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,0,2021-01-01T00:00:00Z,B,0,39e3bacf11776871a5ff8111,2,9511ccf67a32c14786b9505f,32,0.27350427350427353,computed,offset_empirical_centroid_distance,0.27733058774889313;-0.55340445576719033;-0.52968134725451366;-0.45962326923911578;-0.47021836292663727;-0.0057723714597029841;-0.053372145448857433;-0.1177793569880901;0.13481304117887666;-0.072556519206974812;-0.50885174865334215;0.23256524879017584;0.044505684522750846;-0.1718189964157702;-0.28398125996810225;0.16590970090401397;0.11433761798920727;-0.25848911945171182;-0.20290155361806841;0.046874999999999938;0.29508784769297169;-0.39785145452435738;0.11301239465011229;0.17181854677174896;0.2115539719888043,1.0752004410279075,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,0,2021-01-01T00:00:00Z,B,1,b03e2a19935047396af5f0d5,0,17afd0fca04b61ad4cb40d66,31,0.26495726495726496,computed,offset_empirical_centroid_distance,0.037393054692400646;-0.074324300610722635;0.006450780247359655;-0.035828503628454862;0.01688427504373281;-0.50717811604804142;-0.51591678131722207;-0.40866027130774368;-0.31174349719612204;-0.50644314091580434;-0.0685474397422495;-0.22881468972205882;-0.31889784310307834;0.026361429066944428;0.15736996450069438;-0.19234609975185762;-0.49769522254418691;0.34681552109325731;-0.33722991341442737;-0.35483870967741937;0.083585855770678147;-0.006841626925109515;-0.037872594056687706;0.00079952692230566582;-0.26917423760768955,0.43371106125360859,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,0,2021-01-01T00:00:00Z,B,2,dddf565fe433ec33a8d07106,3,bb123c373acaf6526349830a,31,0.26495726495726496,computed,offset_empirical_centroid_distance,0.067658863862597216;0.35865520906875914;0.52750081104268998;0.60281354505171969;0.57259503597688377;-0.20037252998903374;-0.19456778006194056;-0.12034726510020734;-0.11994409040042235;-0.05570373415748648;0.50612980749671843;0.26811275397947026;0.29759681563525991;-0.22141288010174551;-0.26330035008456237;0.017978951884530466;-0.086825731955510202;0.29575404015206458;0.33269382240600609;0.41129032258064507;0.40431974584918723;0.091237255040162196;-0.48433572029400185;0.15605388792923441;-0.027193183168818635,1.0012479029709829,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,0,2021-01-01T00:00:00Z,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,23,0.19658119658119658,computed,offset_empirical_centroid_distance,-0.37259384564616976;-0.59546591874073351;-0.28336226280792703;0.063005895859546135;0.047828616224516549;1.1585652553589827;0.96251227564236408;0.96051425125872236;0.05589919592369573;0.95684626980270171;-0.072209843604284021;0.22588004057745883;0.41808310888807854;-0.10721520959950073;-0.32788294847791427;0.051367380260728589;0.11815252046044893;-0.8534543436582035;0.91286718492154151;0.44565217391304335;0.37681765597236888;-0.30749846003570008;-0.069319969973887563;0.65772304799006109;0.071746527287495199,2.329821805691306,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,0,2021-01-01T00:00:00Z,,0,39e3bacf11776871a5ff8111,,,,,,,,,4,71,0.056338028169014086,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,0,2021-01-01T00:00:00Z,,1,b03e2a19935047396af5f0d5,,,,,,,,,0,56,0,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,0,2021-01-01T00:00:00Z,,2,dddf565fe433ec33a8d07106,,,,,,,,,1,73,0.013698630136986301,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,0,2021-01-01T00:00:00Z,,3,e37692350fa4ad4230e3336e,,,,,,,,,2,35,0.057142857142857141,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
conclusion,offset_subsample,7,0,2021-01-01T00:00:00Z,,,,,,,,,,,,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,rv_1d;range_ratio_3d;return_12h;rv_3d;volume_cv_3d,true,false,false,false
centroid,offset_subsample,7,1,2021-01-01T00:00:00Z,A,0,39e3bacf11776871a5ff8111,3,a40802651dda625eef950cfd,36,0.30769230769230771,computed,offset_empirical_centroid_distance,-0.4285620513674071;-0.61191521675845706;-0.90985791336784594;-0.96485052479863609;-0.90793486137739365;0.33922634226242165;0.6226361121090912;0.49710234284328803;0.20889040034309106;0.55624833733259649;-0.68658441796373681;0.36565208832975649;0.41230841543628705;-0.055306650736757904;-0.20238348396243153;0.18360481077294369;0.1741287679983676;-0.98549098078272446;-0.038362184557288743;0.097222222222222182;0.0010932434746041757;-0.094463559831916677;0.13919822261286599;-0.107644388594798;0.19151604687099716,0.96086339322591163,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
centroid,offset_subsample,7,1,2021-01-01T00:00:00Z,A,1,b03e2a19935047396af5f0d5,0,15d3fc436752e80fbf377325,22,0.18803418803418803,computed,offset_empirical_centroid_distance,0.11806047680043286;0.0090894700191833655;0.016276212492867134;-0.12362798146684852;0.014643123093671436;-0.40438033611087099;-0.32766621245974792;-0.23439995559493154;-0.22851806930883509;-0.40327334951208904;-0.028337442388619388;-0.18622301361818672;-0.27682615148333606;0.35997067448680425;0.43241409308394907;-0.12015774844643171;-0.32983068019044759;0.21611088759667291;-0.26478938939396102;-0.65909090909090906;-0.35308299107113855;0.14435457852625691;0.31870677298992273;-0.060170875987926052;-0.16965592087751666,0.80310655577119727,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
centroid,offset_subsample,7,1,2021-01-01T00:00:00Z,A,2,dddf565fe433ec33a8d07106,1,3de9bb954a2c15cb4492c426,42,0.35897435897435898,computed,offset_empirical_centroid_distance,0.76809825382325259;1.1066832641375164;1.1098763339667754;0.90950147146378824;1.0737472230919198;0.68196546992429297;0.6380690325932048;0.72469787151598497;-0.026860081003326847;0.69476826880174225;0.52490800283250683;0.53120686972267483;0.47763578659538475;0.052270011947431722;-0.12175584381050297;0.28201819828359082;0.23409883770884835;-0.17325939432580453;1.1956024092190216;0.38095238095238088;-0.092704670760452204;0.28445407911275772;-0.11133518682348871;-0.33112316841304767;0.004447634115443101,1.6564862742773825,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
centroid,offset_subsample,7,1,2021-01-01T00:00:00Z,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,17,0.14529914529914531,computed,offset_empirical_centroid_distance,-0.47108585282425969;-1.1799358893790379;-0.8493841277192562;-0.44254527850654191;-0.76956270204323918;2.1808308892297856;2.5524074213493413;2.5101871726880249;0.22258296364970778;2.3960921507990394;-0.31692215799807577;0.37352084064672025;0.51210903217284032;-0.17647058823529366;-0.31016042780748682;0.37122940442838342;0.31369820078684041;-2.3993239472171233;1.8562453543106505;0.88235294117647034;0.045576159014437026;-0.24093205678045582;0.22663393980853502;-0.59134638865171119;0.2631485189596604,2.6590553575126084,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
centroid,offset_subsample,7,1,2021-01-01T00:00:00Z,B,0,39e3bacf11776871a5ff8111,2,9511ccf67a32c14786b9505f,29,0.24576271186440679,computed,offset_empirical_centroid_distance,0.0086202175442279087;-0.59695142506426246;-0.40288980101208222;-0.44504463086785773;-0.39508048990252803;-0.20315247613581627;0.046028717222114386;-0.12221037325841563;0.2978187398179864;-0.10599134607093505;-0.47907856659159676;0.17314227297667636;-0.029482889175479879;-0.10783586701272978;-0.03897129089436089;0.47706229065940531;0.015832301592056893;-0.24990532017766581;-0.21327631254881479;0.37931034482758608;0.17384679525869232;-0.14758301988587116;0.0082336077283554007;0.38672369053811595;0.3123499314942082,1.140406707502472,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
centroid,offset_subsample,7,1,2021-01-01T00:00:00Z,B,1,b03e2a19935047396af5f0d5,0,17afd0fca04b61ad4cb40d66,36,0.30508474576271188,computed,offset_empirical_centroid_distance,0.027114089754976096;0.031405151757777243;0.022615546975776654;-0.051578147378163769;-0.055685297712011042;-0.57350366263286934;-0.53612413337469222;-0.43844723936441071;-0.32137576288372022;-0.49823293547777708;-0.16637212568562798;-0.26511585224332679;-0.26520048421129472;0.26906610911987305;0.1573559975177973;-0.29921932180092081;-0.32353870412542118;0.2757900992579394;-0.38260920611734622;-0.43749999999999994;0.10235735035274802;0.01955942858827887;-0.08426782365323271;0.21222651872329523;-0.3561397953629426,0.38401979751430043,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
centroid,offset_subsample,7,1,2021-01-01T00:00:00Z,B,2,dddf565fe433ec33a8d07106,3,bb123c373acaf6526349830a,32,0.2711864406779661,computed,offset_empirical_centroid_distance,-0.14613697630977313;0.54427168517662106;0.78854500733267108;0.61249709136252661;0.75767556482483289;-0.35605154397439104;-0.17406723909228575;-0.17293568325143382;-0.032940811892137795;0.027624957044519751;0.55556585536411429;0.48961867593775366;0.53170174008904869;-0.24493103922287351;-0.42600927033492814;0.077307843291274006;0.089397327749752883;0.33985766745938373;0.46419204263606967;0.42187499999999989;0.53421861739147558;-0.065743462076169351;-0.49711425316053748;0.088811624148827692;0.0032150907122171462,1.1498642193030384,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
centroid,offset_subsample,7,1,2021-01-01T00:00:00Z,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,21,0.17796610169491525,computed,offset_empirical_centroid_distance,-0.1785621791874864;0.067803545303604426;-0.19993712264039126;-0.28252602030906349;-0.17794683288924923;0.61542268845257764;0.90907831977071252;1.0450670785466403;-0.0077310504586580956;0.94077525037854159;-0.048437692803362339;0.1878032187410445;0.34320680812996912;0.079365079365079805;-0.14718614718614742;-0.058981462270656468;0.17912134975371535;-1.1070959758832719;0.71264206213706593;0.047619047619047589;0.20409858614048118;-0.20020087502951917;0.01190123259113738;0.35640225956917787;0.053063167876489042,2.4079239241811763,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
ood,offset_subsample,7,1,2021-01-01T00:00:00Z,,0,39e3bacf11776871a5ff8111,,,,,,,,,2,61,0.032786885245901641,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
ood,offset_subsample,7,1,2021-01-01T00:00:00Z,,1,b03e2a19935047396af5f0d5,,,,,,,,,1,65,0.015384615384615385,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
ood,offset_subsample,7,1,2021-01-01T00:00:00Z,,2,dddf565fe433ec33a8d07106,,,,,,,,,3,61,0.049180327868852458,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
ood,offset_subsample,7,1,2021-01-01T00:00:00Z,,3,e37692350fa4ad4230e3336e,,,,,,,,,2,48,0.041666666666666664,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,,,,,
conclusion,offset_subsample,7,1,2021-01-01T00:00:00Z,,,,,,,,,,,,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,2,dddf565fe433ec33a8d07106,return_12h;return_1d;max_drawdown_3d;rv_3d;return_3d,true,false,false,false
centroid,offset_subsample,7,2,2021-01-01T00:00:00Z,A,0,39e3bacf11776871a5ff8111,3,a40802651dda625eef950cfd,29,0.24786324786324787,computed,offset_empirical_centroid_distance,-0.36523020408278445;-0.19431920360464378;-0.2115972827778913;-0.8535133658979206;-0.96288326706449012;0.26467962864527433;0.14032254786044998;0.52388510165593238;-0.503580922959873;0.60932909960312476;-0.6388221478015027;-0.17145183244298298;0.56142928025468353;-0.20769991348411773;-0.21619296865845081;-0.11623007168711798;0.011779434598921154;-1.0216979994417534;-0.17750464947601047;-0.25;-0.24659402956001603;0.076351061778521301;0.26116444765230939;-0.10653550784774668;-0.60829642538713036,1.7062676490515967,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,7,2,2021-01-01T00:00:00Z,A,1,b03e2a19935047396af5f0d5,0,15d3fc436752e80fbf377325,43,0.36752136752136755,computed,offset_empirical_centroid_distance,-0.0032575994846991484;0.061042969908440305;0.057584816241607106;-0.014492860269863021;-0.087819398601665835;-0.34469517756006635;-0.5595083259945961;-0.19750520441081743;-0.83026515211655849;-0.29341139173081315;-0.054354597513868765;-0.18407598584425913;-0.26535295092548961;0.50387917269765559;0.4870975953150915;-0.4435654844554468;-0.18237760571688036;0.095946041507413718;-0.21076902020510585;-0.48837209302325579;-0.42203415688731355;0.11149832892768442;0.42196531144340482;0.0066532422897347667;-0.87910563915412809,1.302954601193542,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,7,2,2021-01-01T00:00:00Z,A,2,dddf565fe433ec33a8d07106,1,3de9bb954a2c15cb4492c426,29,0.24786324786324787,computed,offset_empirical_centroid_distance,-0.089131851972217971;0.20645382024801359;0.35119324253733264;1.1593464347647173;1.0598160484199393;0.47668064049194103;0.39136289681103398;0.62031429599258792;-0.22987624690817807;0.68488563500337762;0.52205266596966915;-0.10081565356983893;0.55141761336884199;-0.01130886169818273;-0.10879392839465425;-0.10349916298841057;0.13252388871769399;0.034431013801033507;1.2596316610100549;0.28448275862068956;-0.10070607340528688;0.33089796165590601;-0.15182219235569039;-0.48213097862795673;-0.37703489129343642,1.5615264549671715,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,7,2,2021-01-01T00:00:00Z,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,16,0.13675213675213677,computed,offset_empirical_centroid_distance,0.033478806606684723;0.088408153463714861;-0.35293568792792274;-0.64881670362584265;-0.32976501638399691;1.9042214955745025;2.3012092566408051;2.5525117511416298;-0.012337401306542029;2.3822441635670213;-0.21024190373818763;0.01422559484691484;0.39182743283187449;0.14583333333333381;-0.050438596491228303;-0.10258503833623125;0.047588014056880977;-2.2792393049539998;1.6576186847891117;0.24999999999999992;-0.14229535887398245;-0.18656588780768313;0.39013651095095525;-0.28291262475007772;-0.1532227135233028,1.9947088048917729,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
