anchor_at,component_index,component_fingerprint,squared_mahalanobis,threshold,top_feature_contributions
2023-10-19T00:00:00Z,2,dddf565fe433ec33a8d07106,80.177667934146896,46.927890160080743,close_location_3d=15.610973459152904|volume_cv_3d=15.407014526656225|return_autocorr_3d=11.721070317620507|rv_ratio_1d_3d=6.2258495934212048|sign_change_rate_1d=4.3043164316672415
2023-10-24T00:00:00Z,3,e37692350fa4ad4230e3336e,51.06581822516867,46.927890160080743,rv_4h=7.6609643598016692|volume_ratio_1d_3d=6.9258896801007825|volume_cv_3d=5.4168557608294918|return_4h=4.9333012059434713|rv_ratio_1d_3d=3.3676066318819564
2023-12-06T00:00:00Z,2,dddf565fe433ec33a8d07106,54.633888576931824,46.927890160080743,return_2d=7.8254020442912484|return_12h=6.2911810336660894|return_3d=5.7670529567134876|directional_efficiency_3d=5.2383536220952669|max_runup_3d=4.6211315627359015
2023-12-12T00:00:00Z,0,39e3bacf11776871a5ff8111,58.9597585066807,46.927890160080743,volume_ratio_1d_3d=8.1062506224639961|rv_ratio_1d_3d=6.380446482184297|volume_cv_3d=6.128627166809328|rv_1d=4.7078028467300097|sign_change_rate_1d=4.4165833022422083
2024-01-12T00:00:00Z,0,39e3bacf11776871a5ff8111,50.589352005011598,46.927890160080743,rv_3d=9.5592099989497754|return_autocorr_3d=6.9127558454203584|mean_upper_wick_ratio_3d=6.0492112343563855|max_runup_3d=5.7563115053277718|volume_cv_3d=3.2357979605571061
2024-02-10T00:00:00Z,2,dddf565fe433ec33a8d07106,47.408828156397092,46.927890160080743,breakout_rate_3d=10.430389710659835|directional_efficiency_3d=4.2133542833752715|return_autocorr_3d=3.9682649899177451|mean_lower_wick_ratio_3d=3.5481471162736078|max_runup_3d=3.3419231540876484
2024-02-27T00:00:00Z,2,dddf565fe433ec33a8d07106,66.556851254641174,46.927890160080743,volume_cv_3d=9.6909526567037378|return_12h=9.4571382999805476|volume_ratio_1d_3d=9.1102019911837608|directional_efficiency_3d=6.2947141464640968|rv_ratio_1d_3d=5.1561015314841745
2024-02-28T00:00:00Z,2,dddf565fe433ec33a8d07106,50.074432058833594,46.927890160080743,return_2d=7.8191050088689131|breakout_rate_3d=6.6908994749841391|directional_efficiency_3d=4.8525071205818504|return_3d=4.0702198469963218|max_runup_3d=3.9040672632324411
2024-03-10T00:00:00Z,1,b03e2a19935047396af5f0d5,52.586089599561276,46.927890160080743,volume_cv_3d=7.936425334351795|max_runup_3d=5.4616419749576215|sign_change_rate_1d=4.9286907158820545|range_ratio_3d=4.5516374770990549|rv_3d=4.3295607556993554
2024-06-25T00:00:00Z,0,39e3bacf11776871a5ff8111,51.534514353007964,46.927890160080743,volume_ratio_1d_3d=9.5948012275480874|volume_cv_3d=6.570759732277021|rv_ratio_1d_3d=6.380446482184297|directional_efficiency_3d=5.4602839559246474|breakout_rate_3d=5.1390975887922759
2024-07-16T00:00:00Z,2,dddf565fe433ec33a8d07106,58.166326447484145,46.927890160080743,directional_efficiency_3d=8.7154843147094638|return_2d=5.8186281687032251|return_3d=5.7449787037612507|directional_efficiency_1d=5.5821976772575361|mean_lower_wick_ratio_3d=4.7921121487802392
2024-08-10T00:00:00Z,2,dddf565fe433ec33a8d07106,48.628861532072861,46.927890160080743,return_2d=8.0407967788304369|max_runup_3d=6.0433707712350921|range_ratio_3d=5.4305412160744559|rv_4h=5.4285164832481758|return_autocorr_1d=5.1667953828719959
2024-08-11T00:00:00Z,2,dddf565fe433ec33a8d07106,58.276295421649671,46.927890160080743,max_runup_3d=5.4953204298797402|sign_change_rate_1d=5.2589508491303514|rv_ratio_1d_3d=5.2135648566921038|return_autocorr_3d=5.1889306611452994|range_ratio_3d=4.8855215173967208
